..\Mods\@RHSAFRF\rhs_2s1,2,	class rhs_2s1
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,5913,	class RHS_OTR21_Tires_Grass_Slow_EXT_SoundSet: Base_Tires_Grass_Slow_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,5921,	class RHS_OTR21_Tires_Sand_Slow_EXT_SoundSet: Base_Tires_Sand_Slow_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,5929,	class RHS_OTR21_Tires_Gravel_Slow_EXT_SoundSet: Base_Tires_Gravel_Slow_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,5937,	class RHS_OTR21_Tires_Mud_Slow_EXT_SoundSet: Base_Tires_Mud_Slow_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,5945,	class RHS_OTR21_Tires_Asphalt_Slow_EXT_SoundSet: Base_Tires_Asphalt_Slow_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,5953,	class RHS_OTR21_Tires_Water_Slow_EXT_SoundSet: Base_Tires_Water_Slow_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,5961,	class RHS_OTR21_Tires_Turn_Hard_EXT_SoundSet: Base_Tires_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,5969,	class RHS_OTR21_Tires_Turn_Soft_EXT_SoundSet: Base_Tires_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,5977,	class RHS_OTR21_Tires_Brake_Hard_EXT_SoundSet: Base_Tires_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,5985,	class RHS_OTR21_Tires_Brake_Soft_EXT_SoundSet: Base_Tires_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,5993,	class RHS_OTR21_Rattling_INT_SoundSet: Vehicle_Base_Body_INT_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6000,	class RHS_OTR21_Stress_INT_SoundSet: Vehicle_Base_Body_INT_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6007,	class RHS_OTR21_Rain_INT_SoundSet: Vehicle_Base_Body_INT_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6015,	class RHS_OTR21_Rattling_EXT_SoundSet: Vehicle_Base_Body_EXT_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6023,	class RHS_OTR21_Stress_EXT_SoundSet: Vehicle_Base_Body_EXT_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6031,	class RHS_OTR21_Rain_EXT_SoundSet: Vehicle_Base_Body_EXT_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6039,	class RHS_gaz66_Engine_RPM0_EXT_SoundSet: Engine_Base_RPM0_EXT_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6049,	class RHS_gaz66_Engine_RPM1_EXT_SoundSet: Engine_Base_RPM0_EXT_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6060,	class RHS_gaz66_Engine_RPM2_EXT_SoundSet: Engine_Base_RPM0_EXT_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6071,	class RHS_gaz66_Engine_RPM3_EXT_SoundSet: Engine_Base_RPM0_EXT_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6082,	class RHS_gaz66_Engine_RPM0_INT_SoundSet: Engine_Base_RPM0_INT_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6092,	class RHS_gaz66_Engine_RPM1_INT_SoundSet: Engine_Base_RPM0_INT_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6103,	class RHS_gaz66_Engine_RPM2_INT_SoundSet: Engine_Base_RPM0_INT_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6114,	class RHS_gaz66_Engine_RPM3_INT_SoundSet: Engine_Base_RPM0_INT_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6125,	class RHS_gaz66_Tires_Rock_Fast_INT_SoundSet: Base_Tires_Rock_Fast_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6133,	class RHS_gaz66_Tires_Grass_Fast_INT_SoundSet: Base_Tires_Grass_Fast_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6141,	class RHS_gaz66_Tires_Sand_Fast_INT_SoundSet: Base_Tires_Sand_Fast_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6149,	class RHS_gaz66_Tires_Gravel_Fast_INT_SoundSet: Base_Tires_Gravel_Fast_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6157,	class RHS_gaz66_Tires_Mud_Fast_INT_SoundSet: Base_Tires_Mud_Fast_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6165,	class RHS_gaz66_Tires_Asphalt_Fast_INT_SoundSet: Base_Tires_Asphalt_Fast_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6173,	class RHS_gaz66_Tires_Water_Fast_INT_SoundSet: Base_Tires_Water_Fast_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6181,	class RHS_gaz66_Tires_Rock_Slow_INT_SoundSet: Base_Tires_Rock_Slow_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6189,	class RHS_gaz66_Tires_Grass_Slow_INT_SoundSet: Base_Tires_Grass_Slow_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6197,	class RHS_gaz66_Tires_Sand_Slow_INT_SoundSet: Base_Tires_Sand_Slow_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6205,	class RHS_gaz66_Tires_Gravel_Slow_INT_SoundSet: Base_Tires_Gravel_Slow_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6213,	class RHS_gaz66_Tires_Mud_Slow_INT_SoundSet: Base_Tires_Mud_Slow_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6221,	class RHS_gaz66_Tires_Asphalt_Slow_INT_SoundSet: Base_Tires_Asphalt_Slow_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6229,	class RHS_gaz66_Tires_Water_Slow_INT_SoundSet: Base_Tires_Water_Slow_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6237,	class RHS_gaz66_Tires_Turn_Hard_INT_SoundSet: Base_Tires_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6245,	class RHS_gaz66_Tires_Turn_Soft_INT_SoundSet: Base_Tires_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6253,	class RHS_gaz66_Tires_Brake_Hard_INT_SoundSet: Base_Tires_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6261,	class RHS_gaz66_Tires_Brake_Soft_INT_SoundSet: Base_Tires_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6269,	class RHS_gaz66_Tires_Rock_Fast_EXT_SoundSet: Base_Tires_Rock_Fast_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6277,	class RHS_gaz66_Tires_Grass_Fast_EXT_SoundSet: Base_Tires_Grass_Fast_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6285,	class RHS_gaz66_Tires_Sand_Fast_EXT_SoundSet: Base_Tires_Sand_Fast_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6293,	class RHS_gaz66_Tires_Gravel_Fast_EXT_SoundSet: Base_Tires_Gravel_Fast_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6301,	class RHS_gaz66_Tires_Mud_Fast_EXT_SoundSet: Base_Tires_Mud_Fast_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6309,	class RHS_gaz66_Tires_Asphalt_Fast_EXT_SoundSet: Base_Tires_Asphalt_Fast_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6317,	class RHS_gaz66_Tires_Water_Fast_EXT_SoundSet: Base_Tires_Water_Fast_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6325,	class RHS_gaz66_Tires_Rock_Slow_EXT_SoundSet: Base_Tires_Rock_Slow_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6333,	class RHS_gaz66_Tires_Grass_Slow_EXT_SoundSet: Base_Tires_Grass_Slow_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6341,	class RHS_gaz66_Tires_Sand_Slow_EXT_SoundSet: Base_Tires_Sand_Slow_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6349,	class RHS_gaz66_Tires_Gravel_Slow_EXT_SoundSet: Base_Tires_Gravel_Slow_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6357,	class RHS_gaz66_Tires_Mud_Slow_EXT_SoundSet: Base_Tires_Mud_Slow_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6365,	class RHS_gaz66_Tires_Asphalt_Slow_EXT_SoundSet: Base_Tires_Asphalt_Slow_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6373,	class RHS_gaz66_Tires_Water_Slow_EXT_SoundSet: Base_Tires_Water_Slow_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6381,	class RHS_gaz66_Tires_Turn_Hard_EXT_SoundSet: Base_Tires_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6389,	class RHS_gaz66_Tires_Turn_Soft_EXT_SoundSet: Base_Tires_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6397,	class RHS_gaz66_Tires_Brake_Hard_EXT_SoundSet: Base_Tires_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6405,	class RHS_gaz66_Tires_Brake_Soft_EXT_SoundSet: Base_Tires_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6413,	class RHS_gaz66_Rattling_INT_SoundSet: Vehicle_Base_Body_INT_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6420,	class RHS_gaz66_Stress_INT_SoundSet: Vehicle_Base_Body_INT_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6427,	class RHS_gaz66_Rain_INT_SoundSet: Vehicle_Base_Body_INT_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6435,	class RHS_gaz66_Rattling_EXT_SoundSet: Vehicle_Base_Body_EXT_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6443,	class RHS_gaz66_Stress_EXT_SoundSet: Vehicle_Base_Body_EXT_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6451,	class RHS_gaz66_Rain_EXT_SoundSet: Vehicle_Base_Body_EXT_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6459,	class RHS_zil131_Engine_RPM0_EXT_SoundSet: Engine_Base_RPM0_EXT_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6469,	class RHS_zil131_Engine_RPM1_EXT_SoundSet: Engine_Base_RPM0_EXT_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6480,	class RHS_zil131_Engine_RPM2_EXT_SoundSet: Engine_Base_RPM0_EXT_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6491,	class RHS_zil131_Engine_RPM3_EXT_SoundSet: Engine_Base_RPM0_EXT_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6502,	class RHS_zil131_Engine_RPM0_INT_SoundSet: Engine_Base_RPM0_INT_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6512,	class RHS_zil131_Engine_RPM1_INT_SoundSet: Engine_Base_RPM0_INT_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6523,	class RHS_zil131_Engine_RPM2_INT_SoundSet: Engine_Base_RPM0_INT_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6534,	class RHS_zil131_Engine_RPM3_INT_SoundSet: Engine_Base_RPM0_INT_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6545,	class RHS_zil131_Engine_EXT_Burst_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6564,	class RHS_zil131_Engine_INT_Burst_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6583,	class RHS_zil131_Tires_Rock_Fast_INT_SoundSet: Base_Tires_Rock_Fast_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6591,	class RHS_zil131_Tires_Grass_Fast_INT_SoundSet: Base_Tires_Grass_Fast_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6599,	class RHS_zil131_Tires_Sand_Fast_INT_SoundSet: Base_Tires_Sand_Fast_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6607,	class RHS_zil131_Tires_Gravel_Fast_INT_SoundSet: Base_Tires_Gravel_Fast_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6615,	class RHS_zil131_Tires_Mud_Fast_INT_SoundSet: Base_Tires_Mud_Fast_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6623,	class RHS_zil131_Tires_Asphalt_Fast_INT_SoundSet: Base_Tires_Asphalt_Fast_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6631,	class RHS_zil131_Tires_Water_Fast_INT_SoundSet: Base_Tires_Water_Fast_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6639,	class RHS_zil131_Tires_Rock_Slow_INT_SoundSet: Base_Tires_Rock_Slow_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6647,	class RHS_zil131_Tires_Grass_Slow_INT_SoundSet: Base_Tires_Grass_Slow_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6655,	class RHS_zil131_Tires_Sand_Slow_INT_SoundSet: Base_Tires_Sand_Slow_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6663,	class RHS_zil131_Tires_Gravel_Slow_INT_SoundSet: Base_Tires_Gravel_Slow_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6671,	class RHS_zil131_Tires_Mud_Slow_INT_SoundSet: Base_Tires_Mud_Slow_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6679,	class RHS_zil131_Tires_Asphalt_Slow_INT_SoundSet: Base_Tires_Asphalt_Slow_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6687,	class RHS_zil131_Tires_Water_Slow_INT_SoundSet: Base_Tires_Water_Slow_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6695,	class RHS_zil131_Tires_Turn_Hard_INT_SoundSet: Base_Tires_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6703,	class RHS_zil131_Tires_Turn_Soft_INT_SoundSet: Base_Tires_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6711,	class RHS_zil131_Tires_Brake_Hard_INT_SoundSet: Base_Tires_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6719,	class RHS_zil131_Tires_Brake_Soft_INT_SoundSet: Base_Tires_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6727,	class RHS_zil131_Tires_Rock_Fast_EXT_SoundSet: Base_Tires_Rock_Fast_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6735,	class RHS_zil131_Tires_Grass_Fast_EXT_SoundSet: Base_Tires_Grass_Fast_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6743,	class RHS_zil131_Tires_Sand_Fast_EXT_SoundSet: Base_Tires_Sand_Fast_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6751,	class RHS_zil131_Tires_Gravel_Fast_EXT_SoundSet: Base_Tires_Gravel_Fast_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6759,	class RHS_zil131_Tires_Mud_Fast_EXT_SoundSet: Base_Tires_Mud_Fast_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6767,	class RHS_zil131_Tires_Asphalt_Fast_EXT_SoundSet: Base_Tires_Asphalt_Fast_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6775,	class RHS_zil131_Tires_Water_Fast_EXT_SoundSet: Base_Tires_Water_Fast_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6783,	class RHS_zil131_Tires_Rock_Slow_EXT_SoundSet: Base_Tires_Rock_Slow_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6791,	class RHS_zil131_Tires_Grass_Slow_EXT_SoundSet: Base_Tires_Grass_Slow_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6799,	class RHS_zil131_Tires_Sand_Slow_EXT_SoundSet: Base_Tires_Sand_Slow_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6807,	class RHS_zil131_Tires_Gravel_Slow_EXT_SoundSet: Base_Tires_Gravel_Slow_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6815,	class RHS_zil131_Tires_Mud_Slow_EXT_SoundSet: Base_Tires_Mud_Slow_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6823,	class RHS_zil131_Tires_Asphalt_Slow_EXT_SoundSet: Base_Tires_Asphalt_Slow_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6831,	class RHS_zil131_Tires_Water_Slow_EXT_SoundSet: Base_Tires_Water_Slow_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6839,	class RHS_zil131_Tires_Turn_Hard_EXT_SoundSet: Base_Tires_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6847,	class RHS_zil131_Tires_Turn_Soft_EXT_SoundSet: Base_Tires_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6855,	class RHS_zil131_Tires_Brake_Hard_EXT_SoundSet: Base_Tires_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6863,	class RHS_zil131_Tires_Brake_Soft_EXT_SoundSet: Base_Tires_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6871,	class RHS_zil131_Rattling_INT_SoundSet: Vehicle_Base_Body_INT_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6878,	class RHS_zil131_Stress_INT_SoundSet: Vehicle_Base_Body_INT_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6885,	class RHS_zil131_Rain_INT_SoundSet: Vehicle_Base_Body_INT_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6893,	class RHS_zil131_Rattling_EXT_SoundSet: Vehicle_Base_Body_EXT_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6901,	class RHS_zil131_Stress_EXT_SoundSet: Vehicle_Base_Body_EXT_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6909,	class RHS_zil131_Rain_EXT_SoundSet: Vehicle_Base_Body_EXT_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6917,	class RHS_ural4320_Engine_RPM0_EXT_SoundSet: Engine_Base_RPM0_EXT_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6927,	class RHS_ural4320_Engine_RPM1_EXT_SoundSet: Engine_Base_RPM0_EXT_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6938,	class RHS_ural4320_Engine_RPM2_EXT_SoundSet: Engine_Base_RPM0_EXT_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6949,	class RHS_ural4320_Engine_RPM0_INT_SoundSet: Engine_Base_RPM0_INT_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6959,	class RHS_ural4320_Engine_RPM1_INT_SoundSet: Engine_Base_RPM0_INT_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6970,	class RHS_ural4320_Engine_RPM2_INT_SoundSet: Engine_Base_RPM0_INT_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,6981,	class RHS_ural4320_Engine_EXT_Burst_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,7000,	class RHS_ural4320_Engine_INT_Burst_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,7019,	class RHS_ural4320_Tires_Rock_Fast_INT_SoundSet: Base_Tires_Rock_Fast_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,7027,	class RHS_ural4320_Tires_Grass_Fast_INT_SoundSet: Base_Tires_Grass_Fast_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,7035,	class RHS_ural4320_Tires_Sand_Fast_INT_SoundSet: Base_Tires_Sand_Fast_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,7043,	class RHS_ural4320_Tires_Gravel_Fast_INT_SoundSet: Base_Tires_Gravel_Fast_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,7051,	class RHS_ural4320_Tires_Mud_Fast_INT_SoundSet: Base_Tires_Mud_Fast_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,7059,	class RHS_ural4320_Tires_Asphalt_Fast_INT_SoundSet: Base_Tires_Asphalt_Fast_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,7067,	class RHS_ural4320_Tires_Water_Fast_INT_SoundSet: Base_Tires_Water_Fast_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,7075,	class RHS_ural4320_Tires_Rock_Slow_INT_SoundSet: Base_Tires_Rock_Slow_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,7083,	class RHS_ural4320_Tires_Grass_Slow_INT_SoundSet: Base_Tires_Grass_Slow_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,7091,	class RHS_ural4320_Tires_Sand_Slow_INT_SoundSet: Base_Tires_Sand_Slow_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,7099,	class RHS_ural4320_Tires_Gravel_Slow_INT_SoundSet: Base_Tires_Gravel_Slow_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,7107,	class RHS_ural4320_Tires_Mud_Slow_INT_SoundSet: Base_Tires_Mud_Slow_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,7115,	class RHS_ural4320_Tires_Asphalt_Slow_INT_SoundSet: Base_Tires_Asphalt_Slow_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,7123,	class RHS_ural4320_Tires_Water_Slow_INT_SoundSet: Base_Tires_Water_Slow_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,7131,	class RHS_ural4320_Tires_Turn_Hard_INT_SoundSet: Base_Tires_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,7139,	class RHS_ural4320_Tires_Turn_Soft_INT_SoundSet: Base_Tires_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,7147,	class RHS_ural4320_Tires_Brake_Hard_INT_SoundSet: Base_Tires_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,7155,	class RHS_ural4320_Tires_Brake_Soft_INT_SoundSet: Base_Tires_Int_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,7163,	class RHS_ural4320_Tires_Rock_Fast_EXT_SoundSet: Base_Tires_Rock_Fast_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,7171,	class RHS_ural4320_Tires_Grass_Fast_EXT_SoundSet: Base_Tires_Grass_Fast_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,7179,	class RHS_ural4320_Tires_Sand_Fast_EXT_SoundSet: Base_Tires_Sand_Fast_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,7187,	class RHS_ural4320_Tires_Gravel_Fast_EXT_SoundSet: Base_Tires_Gravel_Fast_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,7195,	class RHS_ural4320_Tires_Mud_Fast_EXT_SoundSet: Base_Tires_Mud_Fast_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,7203,	class RHS_ural4320_Tires_Asphalt_Fast_EXT_SoundSet: Base_Tires_Asphalt_Fast_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,7211,	class RHS_ural4320_Tires_Water_Fast_EXT_SoundSet: Base_Tires_Water_Fast_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,7219,	class RHS_ural4320_Tires_Rock_Slow_EXT_SoundSet: Base_Tires_Rock_Slow_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,7227,	class RHS_ural4320_Tires_Grass_Slow_EXT_SoundSet: Base_Tires_Grass_Slow_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,7235,	class RHS_ural4320_Tires_Sand_Slow_EXT_SoundSet: Base_Tires_Sand_Slow_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,7243,	class RHS_ural4320_Tires_Gravel_Slow_EXT_SoundSet: Base_Tires_Gravel_Slow_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,7251,	class RHS_ural4320_Tires_Mud_Slow_EXT_SoundSet: Base_Tires_Mud_Slow_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,7259,	class RHS_ural4320_Tires_Asphalt_Slow_EXT_SoundSet: Base_Tires_Asphalt_Slow_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,7267,	class RHS_ural4320_Tires_Water_Slow_EXT_SoundSet: Base_Tires_Water_Slow_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,7275,	class RHS_ural4320_Tires_Turn_Hard_EXT_SoundSet: Base_Tires_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,7283,	class RHS_ural4320_Tires_Turn_Soft_EXT_SoundSet: Base_Tires_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,7291,	class RHS_ural4320_Tires_Brake_Hard_EXT_SoundSet: Base_Tires_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,7299,	class RHS_ural4320_Tires_Brake_Soft_EXT_SoundSet: Base_Tires_Ext_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,7307,	class RHS_ural4320_Rattling_INT_SoundSet: Vehicle_Base_Body_INT_SoundSet
..\Mods\@RHSAFRF\rhs_c_vehiclesounds,7314,	class RHS_ural4320_Stress_INT_SoundSet: Vehicle_Base_Body_INT_SoundSet
